network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,coda_end_sample,trace_start_time,trace_category,trace_name,snr_E,snr_N,snr_Z,snr_mean,rms_E,peak_E,crest_factor_E,kurtosis_E,skewness_E,zcr_E,energy_ratio_early_late_E,spectral_centroid_E,spectral_bandwidth_E,dominant_freq_E,spectral_entropy_E,band_0.5_5Hz_E,band_5_10Hz_E,band_10_20Hz_E,band_20_50Hz_E,rms_N,peak_N,crest_factor_N,kurtosis_N,skewness_N,zcr_N,energy_ratio_early_late_N,spectral_centroid_N,spectral_bandwidth_N,dominant_freq_N,spectral_entropy_N,band_0.5_5Hz_N,band_5_10Hz_N,band_10_20Hz_N,band_20_50Hz_N,rms_Z,peak_Z,crest_factor_Z,kurtosis_Z,skewness_Z,zcr_Z,energy_ratio_early_late_Z,spectral_centroid_Z,spectral_bandwidth_Z,dominant_freq_Z,spectral_entropy_Z,band_0.5_5Hz_Z,band_5_10Hz_Z,band_10_20Hz_Z,band_20_50Hz_Z,zh_ratio,corr_EN,corr_EZ,corr_NZ,chunk
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,17.079999923706055,1894.0,manual,0.5,8556349,2006-07-23 15:58:50.88,0.47,33.7496,-117.4938,1.1119,107.466,4.6403,0.45,,3.6,ml,,,0.92,102.09,159.3,2896.0,2006-07-23 15:59:00.960000,earthquake_local,109C.TA_20060723155859_EV,56.79999923706055,55.400001525878906,47.400001525878906,53.20000076293945,5616.787042449956,52574.31640625,9.360211809511275,21.1887761901779,0.2533713287890546,0.0928488081346891,11.802716597361677,4.512222901775332,1.3755046656274306,4.95,7.63615373992648,0.6729375894596494,0.3205165509887392,0.0065337749493976,2.3322781533646302e-14,5155.692186547874,37037.93359375,7.183891561716701,13.415655400477586,0.2859921099441733,0.0913485580930155,6.781698331064626,4.31456204570348,1.3509910675124974,5.0,7.499556402378777,0.7448372728444642,0.2473971832360212,0.0077531725717366,2.295601605412692e-13,2215.6406627120896,17666.47265625,7.97352790710434,8.803944668041824,0.3368460679073702,0.1001833638939823,24.662786422617355,5.197444533673304,2.2659693703935995,3.0666666666666664,8.526551057615649,0.4581398070262983,0.5194029097962816,0.0223976322808181,5.616863939422252e-14,0.29060373,0.2129474714969996,-0.0602301793437152,0.0756404118974204,2
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.5,16.8799991607666,1763.0,manual,0.5,8860238,2006-11-03 15:56:42.73,0.24,32.7077,-116.0446,0.899,37.593,2.9542,9.2,,4.3,mb,,,0.91,101.34,281.7,5508.0,2006-11-03 15:56:53.610000,earthquake_local,109C.TA_20061103155652_EV,65.0,65.5,61.400001525878906,63.96666717529297,33165.273592393765,326731.96875,9.85162892866754,20.93955088761396,0.4123950461782616,0.073512252042007,51.223884038951496,4.00508179819684,1.3692987082897607,4.35,7.677778774803771,0.8489611150946521,0.1480020981938927,0.0029659617134539,7.284362693278956e-07,42576.33598568776,594716.875,13.968249292280976,42.91167897515366,1.3166503156521805,0.0725120853475579,88.64960518294637,3.5515983878918487,1.2798191078258807,3.8333333333333335,7.7737496478995025,0.8797252687268348,0.118394935645153,0.0017470619005836,2.7901680111554504e-07,21390.29231337388,242214.953125,11.323592477207976,27.088215834432724,0.8484523576530811,0.0693448908151358,54.71804683561675,3.743077235420058,1.9813437880322724,2.716666666666667,7.960894140819356,0.7801277559404011,0.2132806359389707,0.0064822591978615,4.386983700541547e-09,0.39634222,0.1007048519381988,-0.077072530571051,-0.0682524707075009,2
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.5,17.260000228881836,1678.0,manual,0.5,8940123,2006-11-03 16:12:12.44,0.27,32.7253,-116.0348,0.8127,48.096,3.0397,12.66,,3.6,ml,,,0.92,101.87,280.5,3114.0,2006-11-03 16:12:24.700000,earthquake_local,109C.TA_20061103161223_EV,37.20000076293945,42.0,38.59999847412109,39.26666641235352,2505.1212441131306,18506.67578125,7.387536960432341,9.381669453373473,-0.4591648380194191,0.0863477246207701,15.946294128387756,4.281753536680566,1.9297198348958493,4.883333333333333,8.096768376208077,0.6786694664477614,0.3027456859645424,0.0185256280344686,4.817998411731303e-14,3031.89957787157,35295.67578125,11.641439590828398,26.689289099359545,0.0393775926234934,0.0858476412735455,35.26483800558839,3.933543481903506,1.749087934997055,4.466666666666667,7.872638226175625,0.8147010039900353,0.17202089232189,0.0132193459767147,1.785952041114054e-14,1652.3824016935396,12723.4345703125,7.700054513575158,11.348455166254816,0.3139272701853892,0.1011835305884314,41.577789515441424,5.084657814352759,2.764536453081852,3.0,8.530242832531588,0.5502614753251679,0.4100208150615432,0.0396228144751766,9.984871546101533e-13,0.4201388,0.097990332034163,-0.0567110449913417,-0.1363060572687948,2
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.280000686645508,2086.0,manual,0.5,9443190,2006-11-14 13:32:14.26,0.25,32.7063,-116.0241,0.9173,43.783,2.6112,11.5,,3.8,ml,,,0.93,103.26,281.6,3152.0,2006-11-14 13:32:22.540000,earthquake_local,109C.TA_20061114133221_EV,54.09999847412109,54.900001525878906,45.5,51.5,8665.80540463466,88596.4296875,10.223680956430975,18.61042301071864,-0.1795211845626928,0.0953492248708118,3.1877584286784035,4.452322983937525,1.275221628214737,4.333333333333333,7.575665578124487,0.7519026303241227,0.2454307034846419,0.0026597200354153,7.224148099717279e-14,8903.344055776257,88948.0078125,9.990404420549474,21.157287686409614,-0.3249828606134046,0.0938489748291381,3.1034740729476,4.322946852778146,1.4781253200870288,4.4,7.944753230034788,0.7568629030638859,0.2400632266892848,0.003063154720797,1.0753021405826304e-14,4679.885633756833,40904.40234375,8.740470503958344,12.69877251247892,-0.512537181087718,0.1108518086347724,19.052943053939543,5.211081719368089,2.151411541282945,6.216666666666667,8.334281989903548,0.4399750288283381,0.5529279498189682,0.0070765580429613,1.912173425228077e-13,0.37666893,0.0359010945539614,-0.0578085770560446,-0.1862167906544312,2
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,18.020000457763672,1953.0,manual,0.5,9084303,2006-11-29 12:17:35.10,0.26,32.8312,-115.9603,0.7948,44.55,2.6052,9.73,,3.8,ml,,,0.96,107.34,273.7,2754.0,2006-11-29 12:17:46.120000,earthquake_local,109C.TA_20061129121745_EV,55.09999847412109,51.70000076293945,45.900001525878906,50.90000025431315,7651.295802301123,108036.4375,14.120018398387904,62.21012129614672,-0.7435065967738747,0.0730121686947824,14.208184796729638,3.3574835418809514,1.12319087055337,2.683333333333333,7.566273959949121,0.9595449730339364,0.0394114477525763,0.00075540023388,6.215666336989425e-15,5817.4340791892855,49451.359375,8.500544862536975,18.9145851176936,-0.0027173179648663,0.0781796966161026,3.17166922937217,3.279405276439265,1.5490922898305353,2.033333333333333,7.950677003092475,0.8689515124863854,0.1281794677213725,0.0024055729486469,4.611669156895565e-14,3002.530222825309,31629.126953125,10.534157728931284,14.934499546758468,-0.7911673672547668,0.0836806134355725,14.167290488989764,3.7292189967890415,2.125064499103563,3.1166666666666667,8.116138754249127,0.7929330095030981,0.1987481753108205,0.0061982949427278,4.934190123351677e-13,0.31238273,0.0155868838921301,0.0627897367507252,-0.1566872273665125,2
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.8700008392334,2184.0,manual,0.5,9084320,2006-11-29 21:10:55.02,0.3,32.8297,-115.9531,0.9905,45.342,2.948,2.1,,4.1,ml,,,0.97,108.03,273.8,3199.0,2006-11-29 21:11:03.890000,earthquake_local,109C.TA_20061129211102_EV,55.0,56.09999847412109,43.20000076293945,51.43333307902018,13439.40859542086,169214.546875,12.59092211339237,38.78125716798348,-0.5350372546206227,0.0640106684447407,0.8164409450384968,3.2089112738822783,1.0906799204072,2.6,7.444701978015637,0.9539215727669308,0.04532133505394,7.010949344725947e-05,6.167255900569188e-14,12521.06050229674,112241.8203125,8.964242309340447,17.473127937701715,-0.082403702575787,0.0650108351391898,0.53810003128337,3.2195878041052737,1.402801367688157,4.383333333333333,7.7337197614586515,0.9514687802854552,0.0472700629678732,6.696760796114628e-05,3.6580165230777063e-14,5404.377818002774,42791.95703125,7.918017294924075,8.958729139403669,-0.6002679897733854,0.081013502250375,2.9708897038136755,3.0873876917182206,1.5180702610123114,2.7,7.637297815171603,0.892059753715158,0.1035842173112331,0.0006875604422736,4.331659945483524e-14,0.29422298,-0.1740117377230744,0.0188715948647148,-0.1881297018679046,2
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,18.0,2038.0,manual,0.5,9443502,2006-11-29 21:12:52.12,0.37,32.8261,-115.9481,0.6943,103.739,4.0952,7.31,,3.6,ml,,,0.98,108.52,274.0,3199.0,2006-11-29 21:13:02.120000,earthquake_local,109C.TA_20061129211301_EV,33.099998474121094,33.400001525878906,25.700000762939453,30.733333587646484,3322.1474349825885,27388.40234375,8.244186292079341,15.438524543378795,0.3718923518436102,0.0598433072178696,2.0940643257529565,3.04473756272414,1.3392262786537408,2.433333333333333,7.703092057241177,0.9280468450201542,0.0695805390728038,0.0010542515929841,4.1210846847491554e-14,3177.5524897920423,27176.9921875,8.552806688420313,15.1773690201813,-0.3751264958986344,0.0625104184030671,1.0403070503703251,2.8253981504707184,1.564928251577033,1.85,7.8098947463747646,0.8962568511096493,0.1011907795598192,0.0012089748970402,2.104687334371798e-13,1578.4625449166674,9729.939453125,6.164187730940856,5.399131713702664,-0.1816175122074457,0.0811801966994499,4.393484589474944,3.193025845697109,2.003992925889224,2.95,7.867491107537643,0.8276333391948472,0.1588384960630396,0.0088464796766743,4.085445192441592e-11,0.34335905,-0.0222646635881587,-0.0070305014108207,-0.1314324839317891,2
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,17.979999542236328,2062.0,manual,0.5,9443508,2006-11-29 22:15:38.65,0.27,32.8327,-115.9672,0.9011,44.847,2.4481,2.06,,3.9,ml,,,0.96,106.69,273.7,5252.0,2006-11-29 22:15:48.630000,earthquake_local,109C.TA_20061129221547_EV,49.0,48.0,39.20000076293945,45.40000025431315,9438.71485276116,91595.484375,9.704232599865549,21.263391361935145,0.3339496805572947,0.0681780296716119,1.312825551209034,3.171463358262701,1.0989764500635026,2.3666666666666667,7.349433987607612,0.9146943057964756,0.084373638012067,0.0001022246027156,1.485374829374377e-07,8598.535639215692,85872.734375,9.986902186385867,23.93611821942321,0.4499207895295078,0.0693448908151358,0.6086912520611607,3.061373511804202,1.2714613632735872,3.883333333333333,7.639364821010741,0.9432171638643768,0.055566446129144,0.0001212933168334,1.0585544443612245e-07,3615.793127924985,22761.27734375,6.294961171302446,6.547733436445842,0.0169478750463637,0.0658443073845641,2.261796744907592,2.9000032933248696,1.5837738620782134,1.6833333333333331,7.729163487424742,0.8828176814915621,0.1094421313664168,0.0007571727621318,1.1698937809404468e-06,0.28318977,0.0732458112788014,0.0560465756808722,-0.1186666509357083,2
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.5,17.18000030517578,1777.0,manual,0.5,10382234,2007-01-09 14:01:55.05,0.29,32.7154,-116.0344,0.6401,48.945,3.3538,12.6,,3.1,ml,,,0.92,102.11,281.1,2964.0,2007-01-09 14:02:06.230000,earthquake_local,109C.TA_20070109140205_EV,41.79999923706055,40.59999847412109,33.29999923706055,38.56666564941406,1756.7230352741449,18273.169921875,10.4018502376064,20.56327245964553,-0.2048113261126309,0.0966827804634105,51.62526705136051,4.5125350603285685,1.1403911198631154,4.483333333333333,7.410021116797587,0.7672272139237353,0.2293787641005064,0.0033821944809799,8.429682394967995e-13,1823.579237079358,17893.720703125,9.812417436701876,20.206502698099328,-0.253453156196951,0.0990165027504584,58.3717026070083,4.638708644598362,1.403493235786359,4.65,7.823056821167909,0.6820889463931218,0.3157633164421299,0.0021348033057396,5.025968440513066e-13,924.5399674657838,8806.97265625,9.52578900443905,12.18398343766322,-0.2424407698859829,0.1143523920653442,62.167296674500456,5.496810733650581,2.0512686046147293,6.366666666666666,8.394081873212754,0.3910833663475193,0.5991336420345404,0.0097399611405803,2.737701116843743e-12,0.36512813,-0.0508979849216769,-0.066631997020045,-0.2262355050185794,2
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.5,12.899999618530272,1416.0,manual,0.5,10388635,2007-01-17 16:07:47.08,0.46,32.9898,-116.303,0.6586,128.303,4.9956,8.72,,3.7,ml,,,0.68,75.84,261.7,2663.0,2007-01-17 16:07:54.980000,earthquake_local,109C.TA_20070117160753_EV,45.0,49.900001525878906,41.79999923706055,45.56666692097982,5015.148526906319,37471.20703125,7.471604645449008,7.380710454122825,-0.3518102435198532,0.0898483080513418,34.22070445038112,4.633530034246575,1.749296039971104,4.8,7.794476628549904,0.644390546457348,0.3460449517444247,0.0094051686248618,1.5911607862431373e-14,6084.212353015379,50552.40625,8.308783999780328,12.705166934390803,0.0098299545470027,0.0925154192365394,56.310857237649934,4.519567837026869,1.6053952726944372,4.416666666666667,7.914996530543007,0.6622899070568303,0.3321821434367343,0.0054413892402131,2.016874424778817e-14,3312.3308143077875,30464.853515625,9.197406667241829,14.496237265243476,0.0714551667909111,0.1063510585097516,54.44356414563551,5.772316970328454,2.3162931136444493,6.633333333333333,8.359142176280814,0.3110907384218291,0.6686006548214413,0.0199997002942031,9.707036099333932e-15,0.42009306,0.2175269081552023,-0.0534392067049867,-0.0124056357069577,2
